video_id,title,channel_name,tanggal,author,komentar,label,komentar_clean,predicted_label,cleaned,stemmed,tokens,token_count,char_count,text_clean,label_keterangan,predicted_score
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,SalmanSqt8x,"gates gacor banget , udh jepe 2 kali",1,"gates gacor banget , udh jepe 2 kali",1,gates gacor banget udh jepe 2 kali,gates gacor banget udh jepe 2 kali,"['gates', 'gacor', 'banget', 'udh', 'jepe', '2', 'kali']",7.0,36.0,1,,
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.555.682.420,SerkanAbdullah-h6m,●𝗠𝗮𝗻𝘂𝘁𝟴𝟴●memang ok sllu brbgi kbhgiaan n cintanya,1,●𝗠𝗮𝗻𝘂𝘁𝟴𝟴●memang ok sllu brbgi kbhgiaan n cintanya,1,manut88 memang ok sllu brbgi kbhgiaan n cintanya,manut88 memang ok sllu brbgi kbhgiaan n cinta,"['manut88', 'memang', 'ok', 'sllu', 'brbgi', 'kbhgiaan', 'n', 'cintanya']",8.0,49.0,1,,
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.778.074.410,hildayanti3754,Orang dalam solusinya,0,orang dalam solusinya,0,orang dalam solusinya,orang dalam solusi,"['orang', 'dalam', 'solusinya']",3.0,21.0,0,,
pBcSMYRU2Ug,,Sebastian Tedy,,,cino kopros😂,0,,0,,,,,,0,bukan iklan judol,-0.4313401442307692
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.415.969.626.210,ardyibrahim,Liatin komen dan suara di mute adalah jalan terbaik...,0,liatin komen dan suara di mute adalah jalan terbaik ...,0,liatin komen dan suara di mute adalah jalan terbaik,liatin komen dan suara di mute adalah jalan baik,"['liatin', 'komen', 'dan', 'suara', 'di', 'mute', 'adalah', 'jalan', 'terbaik']",9.0,54.0,0,,
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.014.898.500,WILFORDCromwell,"Cerai karena hitam itu pahit, tapi kalau main di 𝐁𝐔𝐊𝐈𝐓𝟖𝟖𝟖 kemenangan manis menunggu!",1,"cerai hitam pahit , main 𝐁𝐔𝐊𝐈𝐓𝟖𝟖𝟖 kemenangan manis menunggu !",1,cerai karena hitam itu pahit tapi kalau main di bukit888 kemenangan manis menunggu,cerai karena hitam itu pahit tapi kalau main di bukit888 menang manis tunggu,"['cerai', 'karena', 'hitam', 'itu', 'pahit', 'tapi', 'kalau', 'main', 'di', 'bukit888', 'kemenangan', 'manis', 'menunggu']",13.0,84.0,1,,
MkX3K8Vmvas,,tanboy kun,,,Mantappp bgt bang,0,,0,,,,,,0,bukan iklan judol,-1.2256285083940528
WQb70DnhUq4,,Sebastian Tedy,,,"eh kebetulan aku ngefans sama kak Sebastian sama kak Grace, kalian collab sangat wow ya kedua idola dalam hidupku collab, sorry telat",0,,0,,,,,,0,bukan iklan judol,-0.7793973554605413
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,AdrielPiper-c2l,"kerennn contentnya bang , cari situs 𝗪𝗘𝗧𝗢𝗡𝟴𝟴",1,"kerennn contentnya bang , cari situs 𝗪𝗘𝗧𝗢𝗡𝟴𝟴",1,kerennn contentnya bang cari situs weton88,kerennn contentnya bang cari situs weton88,"['kerennn', 'contentnya', 'bang', 'cari', 'situs', 'weton88']",6.0,44.0,1,,
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,DimasHidayat-l8p,sehari main alexis17 udah dapet cuan jutaan !,1,sehari main alexis17 udah dapet cuan jutaan !,1,sehari main alexisit udah dapet cuan jutaan,hari main alexisit udah dapet cuan juta,"['sehari', 'main', 'alexisit', 'udah', 'dapet', 'cuan', 'jutaan']",7.0,45.0,1,,
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.324.349.430,HaticeCeyhun-u2v,"makasih mandalika77 seumur umur baru kali ini lihat perkalian merah. wd 3 juta modal 60k,",1,"makasih mandalika77 seumur umur kali lihat perkalian merah . wd 3 juta modal 60k ,",1,makasih mandalikatt seumur umur baru kali ini lihat perkalian merah wd e juta modal 6ok,makasih mandalikatt umur umur baru kali ini lihat kali merah wd e juta modal 6ok,"['makasih', 'mandalikatt', 'seumur', 'umur', 'baru', 'kali', 'ini', 'lihat', 'perkalian', 'merah', 'wd', 'e', 'juta', 'modal', '6ok']",15.0,89.0,1,,
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.037.269.760,KernsDamien-e7l,Busett cerahh banget 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 encess sama koinya lagi ngasih mulu,1,busett cerahh banget 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 encess sama koinya lagi ngasih mulu,1,busett cerahh banget weton88 encess sama koinya lagi ngasih mulu,busett cerahh banget weton88 encess sama koinya lagi ngasih mulu,"['busett', 'cerahh', 'banget', 'weton88', 'encess', 'sama', 'koinya', 'lagi', 'ngasih', 'mulu']",10.0,66.0,1,,
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,RakalZ8ln,"wede lancar banget , pelayanan top sih",1,"wede lancar banget , pelayanan top sih",1,wede lancar banget pelayanan top sih,wede lancar banget layan top sih,"['wede', 'lancar', 'banget', 'pelayanan', 'top', 'sih']",6.0,38.0,1,,
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.387.004.195.930,dods8699,"Aniesnya kasian, gak bisa ngimbangin",0,"aniesnya kasian , gak bisa ngimbangin",0,aniesnya kasian gak bisa ngimbangin,aniesnya kasi gak bisa ngimbangin,"['aniesnya', 'kasian', 'gak', 'bisa', 'ngimbangin']",5.0,36.0,0,,
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,timothysolanoshamar-q4u,"main situs segacor 𝐒𝐆𝐈𝟖𝟖 , asli nagih sih",1,"main situs segacor 𝐒𝐆𝐈𝟖𝟖 , asli nagih sih",1,main situs segacor sgi88 asli nagih sih,main situs segacor sgi88 asli nagih sih,"['main', 'situs', 'segacor', 'sgi88', 'asli', 'nagih', 'sih']",7.0,41.0,1,,
-eV36rVeJQQ,,tanboy kun,,,wajib di coba nih makan brutal ala timur...di se&#39;i sapi lamalera,0,,0,,,,,,0,bukan iklan judol,-0.1577705642822598
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.996.733.711.070,martinrianto5383,Itu orang korea siapa ya,0,orang korea ya,0,itu orang korea siapa ya,itu orang korea siapa ya,"['itu', 'orang', 'korea', 'siapa', 'ya']",5.0,24.0,0,,
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.978.728.993.890,GUSSpalding,kalau main di mandalika77 udah gw rasakan mmg lebih gacir,1,main mandalika77 udah gw rasakan mmg gacir,1,kalau main di mandalikatt udah gw rasakan mmg lebih gacir,kalau main di mandalikatt udah gw rasa mmg lebih gacir,"['kalau', 'main', 'di', 'mandalikatt', 'udah', 'gw', 'rasakan', 'mmg', 'lebih', 'gacir']",10.0,57.0,1,,
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,gamanifirmansyah-q9w,6:27 bang jam segitu menang w alexis17,1,6:27 bang jam segitu menang w alexis17,1,6 2t bang jam segitu menang w alexisit,6 2t bang jam segitu menang w alexisit,"['6', '2t', 'bang', 'jam', 'segitu', 'menang', 'w', 'alexisit']",8.0,38.0,1,,
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,madhu4285,semoga alexis17 sukses amin,1,semoga alexis17 sukses amin,1,semoga alexisit sukses amin,moga alexisit sukses amin,"['semoga', 'alexisit', 'sukses', 'amin']",4.0,27.0,1,,
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,sujoyakhuli1986,"gue udah ga bayangin hidup a l e x i s 1 7 , udah mata pencaharian",1,"gue udah ga bayangin hidup a l e x i s 1 7 , udah mata pencaharian",1,gue udah ga bayangin hidup a l e x i s i t udah mata pencaharian,gue udah ga bayangin hidup a l e x i s i t udah mata cahari,"['gue', 'udah', 'ga', 'bayangin', 'hidup', 'a', 'l', 'e', 'x', 'i', 's', 'i', 't', 'udah', 'mata', 'pencaharian']",16.0,66.0,1,,
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.555.661.320,ProgrammerJcui-o9o,"𝘋𝐄𝘞𝐀𝐃O𝐑𝘈, auto mekswin tiap hari",1,"𝘋𝐄𝘞𝐀𝐃o𝐑𝘈 , auto mekswin",1,dewadora auto mekswin tiap hari,dewadora auto mekswin tiap hari,"['dewadora', 'auto', 'mekswin', 'tiap', 'hari']",5.0,32.0,1,,
WQb70DnhUq4,,Sebastian Tedy,,,"disuruh makan model sushi, si grace lagi makan cantik disuruh sekali hap😂",0,,0,,,,,,0,bukan iklan judol,-0.8710297173942785
pBcSMYRU2Ug,,Sebastian Tedy,,,Kalo sebulan 💀<br>Behhh gaji dpr tuh 😂,0,,0,,,,,,0,bukan iklan judol,-0.093198785821544
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,WahyuGunawan-s5w,udah coba 𝘼𝙇𝙀𝙓𝙄𝙎17 ? ? !,1,udah coba 𝘼𝙇𝙀𝙓𝙄𝙎17 ? ? !,1,udah coba alexisit,udah coba alexisit,"['udah', 'coba', 'alexisit']",3.0,24.0,1,,
pBcSMYRU2Ug,,Sebastian Tedy,,,Pada netes ke makanan terus di kasih teman😢,0,,0,,,,,,0,bukan iklan judol,-0.3368547741559518
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.408.767.166.500,Jojo-q3f,Nyok kite dislike rame rame nyok 👎😅,0,nyok kite dislike rame rame nyok,0,nyok kite dislike rame rame nyok,nyok kite dislike rame rame nyok,"['nyok', 'kite', 'dislike', 'rame', 'rame', 'nyok']",6.0,35.0,0,,
-eV36rVeJQQ,,tanboy kun,,,"Kalo lagi ga selera makan, liat Tanboy Kun seketika selera makan naik. 🤭",0,,0,,,,,,0,bukan iklan judol,-0.7197598843213575
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,17.443.007.494.706,winbear5345,Ternyata bukan cm gw yg gemes sm jawabannya yg bukan jawaban😡😤,0,ternyata bukan cm gw yg gemes sm jawabannya yg bukan jawaban,0,ternyata bukan cm gw yg gemes sm jawabannya yg bukan jawaban,nyata bukan cm gw yg gemes sm jawab yg bukan jawab,"['ternyata', 'bukan', 'cm', 'gw', 'yg', 'gemes', 'sm', 'jawabannya', 'yg', 'bukan', 'jawaban']",11.0,62.0,0,,
-eV36rVeJQQ,,tanboy kun,,,Manado hadir 👋,0,,0,,,,,,0,bukan iklan judol,-0.5282666771459159
8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,Rajeshree-k7q,"cuan gampang tuh pu lau tujuh tujuh tujuh , angan-angan !",1,"cuan gampang tuh pu lau tujuh tujuh tujuh , angan-angan !",1,cuan gampang tuh pu lau tujuh tujuh tujuh angan angan,cuan gampang tuh pu lau tujuh tujuh tujuh angan angan,"['cuan', 'gampang', 'tuh', 'pu', 'lau', 'tujuh', 'tujuh', 'tujuh', 'angan', 'angan']",10.0,57.0,1,,
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,NoahcRJv3,"d 𝘌 𝐖 𝘈 𝐷 o 𝙍 𝐀bikin detik berharga , rezeki diduga !",1,"d 𝘌 𝐖 𝘈 𝐷 o 𝙍 𝐀bikin detik berharga , rezeki diduga !",1,d e w a d o r abikin detik berharga rezeki diduga,d e w a d o r abikin detik harga rezeki duga,"['d', 'e', 'w', 'a', 'd', 'o', 'r', 'abikin', 'detik', 'berharga', 'rezeki', 'diduga']",12.0,53.0,1,,
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,174.537.997.036.805,arlanlesmana3349,GW YAKIN 11.000.000.000.000.000% DIA GA PAHAM SAMA APA YG DIA KATAKAN 😂,0,gw yakin 11.000.000.000.000.000 % dia ga paham sama apa yg dia katakan,0,gw yakin ii ooo ooo ooo ooo ooo dia ga paham sama apa yg dia katakan,gw yakin ii ooo ooo ooo ooo ooo dia ga paham sama apa yg dia kata,"['gw', 'yakin', 'ii', 'ooo', 'ooo', 'ooo', 'ooo', 'ooo', 'dia', 'ga', 'paham', 'sama', 'apa', 'yg', 'dia', 'katakan']",16.0,71.0,0,,
pBcSMYRU2Ug,,Sebastian Tedy,,,jomok,0,,0,,,,,,0,bukan iklan judol,-0.4313401442307692
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.268.480.500,MEKITChannel,klo wapres. nanti jawabnya pake AI aja :),0,klo wapres . nanti jawabnya pake ai aja : ),0,klo wapres nanti jawabnya pake ai aja,klo wapres nanti jawab pake ai aja,"['klo', 'wapres', 'nanti', 'jawabnya', 'pake', 'ai', 'aja']",7.0,41.0,0,,
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.601.494.194.810,rapaci,​ @mimikreeimut yoiiii wkwk,0,​ yoiiii wkwk,0,amimikreeimut yoiiii wkwk,amimikreeimut yoiiii wkwk,"['amimikreeimut', 'yoiiii', 'wkwk']",3.0,27.0,0,,
pBcSMYRU2Ug,,Sebastian Tedy,,,Sebas sehari makan2.. gaji gua sebulan kerja 2.5 jt 😅,0,,0,,,,,,0,bukan iklan judol,-0.2637091630630627
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.161.869.060,muhammadobiecarlyramadhan3594,Gas modif motor😋,0,gas modif motor,0,gas modif motor,gas modif motor,"['gas', 'modif', 'motor']",3.0,16.0,0,,
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.740.030.936.562.380,dewabatussi,"𝐀G𝘜𝘚TO𝘛𝘖 aku cba, langsung bawa pulang cuan gede",1,"𝐀g𝘜𝘚to𝘛𝘖 cba , langsung bawa pulang cuan gede",1,agustoto aku cba langsung bawa pulang cuan gede,agustoto aku cba langsung bawa pulang cuan gede,"['agustoto', 'aku', 'cba', 'langsung', 'bawa', 'pulang', 'cuan', 'gede']",8.0,48.0,1,,
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.383.408.425.990,charlieYo,"Koreksi dikit yg milih itu MPR, bukan DPR.",0,"koreksi dikit yg milih itu mpr , bukan dpr .",0,koreksi dikit yg milih itu mpr bukan dpr,koreksi dikit yg milih itu mpr bukan dpr,"['koreksi', 'dikit', 'yg', 'milih', 'itu', 'mpr', 'bukan', 'dpr']",8.0,42.0,0,,
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.405.007.288.300,Tama61FnE,"sketer terus muncul, tiap maen jepek",1,"sketer terus muncul , tiap maen jepek",1,sketer terus muncul tiap maen jepek,sketer terus muncul tiap maen jepek,"['sketer', 'terus', 'muncul', 'tiap', 'maen', 'jepek']",6.0,36.0,1,,
MkX3K8Vmvas,,tanboy kun,,,Banyak tulangnya 😂..termasuk mahal 66 rb tulang mulu 🤣,0,,0,,,,,,0,bukan iklan judol,-0.5496414027293683
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.287.867.140,hermanaluan,"ini bukan menjawab, tapi bercerita.",0,"ini bukan menjawab , tapi bercerita .",0,ini bukan menjawab tapi bercerita,ini bukan jawab tapi cerita,"['ini', 'bukan', 'menjawab', 'tapi', 'bercerita']",5.0,35.0,0,,
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.265.868.840,AdnanSaputra-f1c,Alahh udah kayak paling sedunia ajaa,0,alahh udah kayak paling sedunia ajaa,0,alahh udah kayak paling sedunia ajaa,alahh udah kayak paling dunia ajaa,"['alahh', 'udah', 'kayak', 'paling', 'sedunia', 'ajaa']",6.0,36.0,0,,
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.015.526.290,videogadogado5648,Ndiasmu beli,0,ndiasmu beli,0,ndiasmu beli,ndiasmu beli,"['ndiasmu', 'beli']",2.0,12.0,0,,
-eV36rVeJQQ,,tanboy kun,,,Absen 200 orang tercepat😂,0,,0,,,,,,0,bukan iklan judol,-0.4748843484917062
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.390.642.196.290,ujo69,2029 dedi mulyadi ahok maju sy pilih,0,2029 dedi mulyadi ahok maju sy pilih,0,2o29 dedi mulyadi ahok maju sy pilih,2o29 dedi mulyadi ahok maju sy pilih,"['2o29', 'dedi', 'mulyadi', 'ahok', 'maju', 'sy', 'pilih']",7.0,36.0,0,,
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,mulyonoprakasa,gue rela ninggalin hobi fokus alexis17 .,1,gue rela ninggalin hobi fokus alexis17 .,1,gue rela ninggalin hobi fokus alexisit,gue rela ninggalin hobi fokus alexisit,"['gue', 'rela', 'ninggalin', 'hobi', 'fokus', 'alexisit']",6.0,40.0,1,,
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.998.339.400.710,KoAkhusaNjeX,Berkah maklo,0,berkah maklo,0,berkah maklo,berkah maklo,"['berkah', 'maklo']",2.0,12.0,0,,
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,zulkarnainlaksana,emang gak se-worth it alexis17 sih .,1,emang gak se-worth it alexis17 sih .,1,emang gak se worth it alexisit sih,emang gak se worth it alexisit sih,"['emang', 'gak', 'se', 'worth', 'it', 'alexisit', 'sih']",7.0,36.0,1,,
8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,ShirleyMatthias-y1t,"𝗪𝗘𝗧𝗢𝗡𝟴𝟴 maen santai aja , tetep wedey jutaan",1,"𝗪𝗘𝗧𝗢𝗡𝟴𝟴 maen santai aja , tetep wedey jutaan",1,weton88 maen santai aja tetep wedey jutaan,weton88 maen santai aja tetep wedey juta,"['weton88', 'maen', 'santai', 'aja', 'tetep', 'wedey', 'jutaan']",7.0,44.0,1,,
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.548.567.310,Suwandi-k2p,Bang s15 nya bang kontenin lgi,0,bang s15 nya bang kontenin lgi,0,bang sis nya bang kontenin lgi,bang sis nya bang kontenin lgi,"['bang', 'sis', 'nya', 'bang', 'kontenin', 'lgi']",6.0,30.0,0,,
n_mFKYFMtWY,"UBUR-UBUR IKAN LELE, INI SAYA JUAL LE !!! Ready Tiga Sasis + Body SR3 Siap Naik Livery.",Bus Pesona,1.739.951.453.974.570,badridarus1022,Aroma aroma akap sudah dekat,0,aroma aroma akap,0,aroma aroma akap sudah dekat,aroma aroma akap sudah dekat,"['aroma', 'aroma', 'akap', 'sudah', 'dekat']",5.0,28.0,0,,
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,FikriPratama-u2i,"𝘼𝙇𝙀𝙓𝙄𝙎17 emang ga duanya , pelayanan super cepet , wd lancar jaya",1,"𝘼𝙇𝙀𝙓𝙄𝙎17 emang ga duanya , pelayanan super cepet , wd lancar jaya",1,alexisit emang ga duanya pelayanan super cepet wd lancar jaya,alexisit emang ga dua layan super cepet wd lancar jaya,"['alexisit', 'emang', 'ga', 'duanya', 'pelayanan', 'super', 'cepet', 'wd', 'lancar', 'jaya']",10.0,65.0,1,,
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,173.959.966.637.351,yovantct24,GELOOOOO MAS DIPOOO,0,gelooooo mas dipooo,0,gelooooo mas dipooo,gelooooo mas dipooo,"['gelooooo', 'mas', 'dipooo']",3.0,19.0,0,,
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.401.424.119.210,zelrama9754,Makin makmur dapet dari ꜱQᴜᴀᴅ777,1,makin makmur dapet dari ꜱqᴜᴀᴅ777,1,makin makmur dapet dari quadttt,makin makmur dapet dari quadttt,"['makin', 'makmur', 'dapet', 'dari', 'quadttt']",5.0,32.0,1,,
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.687.895.919.500,wirausahawan9337,Smoga bs punya,0,smoga bs,0,smoga bs punya,smoga bs punya,"['smoga', 'bs', 'punya']",3.0,14.0,0,,
-eV36rVeJQQ,,tanboy kun,,,mantap besar kali,1,,1,,,,,,1,iklan judol,0.2549262463194501
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,bubbynani1432,sih ya alexis17 bocor,1,sih ya alexis17 bocor,1,sih ya alexisit bocor,sih ya alexisit bocor,"['sih', 'ya', 'alexisit', 'bocor']",4.0,21.0,1,,
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.343.969.016.880,himayatulfauzi4036,"sedikit bicara banyak isi ❌
banyak bicara gak ada isi ✅",0,sedikit bicara banyak isi banyak bicara gak ada isi,0,sedikit bicara banyak isi banyak bicara gak ada isi,sedikit bicara banyak isi banyak bicara gak ada isi,"['sedikit', 'bicara', 'banyak', 'isi', 'banyak', 'bicara', 'gak', 'ada', 'isi']",9.0,55.0,0,,
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.167.989.920,KelsieBarrow-n9w,"gacir gila, 𝙈AN𝐃ALIKA77 bikin jepe trs",1,"gacir gila , 𝙈an𝐃alika77 bikin jepe trs",1,gacir gila mandalikatt bikin jepe trs,gacir gila mandalikatt bikin jepe trs,"['gacir', 'gila', 'mandalikatt', 'bikin', 'jepe', 'trs']",6.0,38.0,1,,
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.376.203.339.250,Aeronauthic,Anis ahok 2 kata lucu,0,anis ahok 2 kata lucu,0,anis ahok 2 kata lucu,anis ahok 2 kata lucu,"['anis', 'ahok', '2', 'kata', 'lucu']",5.0,21.0,0,,
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,Amyezvqo,"iseng doang main 𝐷оrа𝟩𝟳 , eh ketagihan ! cuan nih !",1,"iseng doang main 𝐷оrа𝟩𝟳 , eh ketagihan ! cuan nih !",1,iseng doang main doratt eh ketagihan cuan nih,iseng doang main doratt eh tagih cuan nih,"['iseng', 'doang', 'main', 'doratt', 'eh', 'ketagihan', 'cuan', 'nih']",8.0,51.0,1,,
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.369.148.084.480,erlanggasulistyo8455,Menyalaaaa 🤘🏻,0,menyalaaaa,0,menyalaaaa,menyalaaaa,['menyalaaaa'],1.0,13.0,0,,
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.323.626.350,JOSHUASnodgrass-e6j,mandalika77 emang juara dalam memberikan kepuasan bermain. Cuan terus mengalir,1,mandalika77 emang juara kepuasan bermain . cuan mengalir,1,mandalikatt emang juara dalam memberikan kepuasan bermain cuan terus mengalir,mandalikatt emang juara dalam beri puas main cuan terus alir,"['mandalikatt', 'emang', 'juara', 'dalam', 'memberikan', 'kepuasan', 'bermain', 'cuan', 'terus', 'mengalir']",10.0,78.0,1,,
MkX3K8Vmvas,,tanboy kun,,,Sektikaa gw nelennn liurrrr🥲🥲🥲,0,,0,,,,,,0,bukan iklan judol,-0.3748148102574054
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,airlanggagamblang,temen gue bilang alexis17 tuh bikin kecanduan !,1,temen gue bilang alexis17 tuh bikin kecanduan !,1,temen gue bilang alexisit tuh bikin kecanduan,temen gue bilang alexisit tuh bikin candu,"['temen', 'gue', 'bilang', 'alexisit', 'tuh', 'bikin', 'kecanduan']",7.0,47.0,1,,
8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,SariPermadi-v8e,"parah , 𝘼𝙇𝙀𝙓𝙄𝙎17 keren banget ! .",1,"parah , 𝘼𝙇𝙀𝙓𝙄𝙎17 keren banget ! .",1,parah alexisit keren banget,parah alexisit keren banget,"['parah', 'alexisit', 'keren', 'banget']",4.0,33.0,1,,
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,174.540.142.768.776,Wiralzx4d,"udh 2 kali JP hari ini, mantul banget",1,"udh 2 kali jp hari ini , mantul banget",1,udh 2 kali jp hari ini mantul banget,udh 2 kali jp hari ini mantul banget,"['udh', '2', 'kali', 'jp', 'hari', 'ini', 'mantul', 'banget']",8.0,37.0,1,,
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,WahyuSubagio-s3e,sih serius udah menang 𝘼𝙇𝙀𝙓𝙄𝙎17,1,sih serius udah menang 𝘼𝙇𝙀𝙓𝙄𝙎17,1,sih serius udah menang alexisit,sih serius udah menang alexisit,"['sih', 'serius', 'udah', 'menang', 'alexisit']",5.0,31.0,1,,
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.164.777.513.650,AngelineMayberry-f1s,Akhirnya yg di tunggu2😁 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1,akhirnya yg di tunggu2 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1,akhirnya yg di tunggu2 weton88,akhir yg di tunggu2 weton88,"['akhirnya', 'yg', 'di', 'tunggu2', 'weton88']",5.0,31.0,1,,
