video_id,channel_name,komentar,label,cleaned,stemmed,tokens,token_count,char_count
MkX3K8Vmvas,tanboy kun,Bang makan Mie bang lades dong,-1,bang makan mie bang lades dong,bang makan mie bang lades dong,"['bang', 'makan', 'mie', 'bang', 'lades', 'dong']",6,30
MkX3K8Vmvas,tanboy kun,Lupa baca doa bang,-1,lupa baca doa bang,lupa baca doa bang,"['lupa', 'baca', 'doa', 'bang']",4,18
MkX3K8Vmvas,tanboy kun,Demi apa jadi ngiler tau😂😂,-1,demi apa jadi ngiler tau,demi apa jadi ngiler tau,"['demi', 'apa', 'jadi', 'ngiler', 'tau']",5,26
MkX3K8Vmvas,tanboy kun,Mantep bet tuh 60 rebu,-1,mantep bet tuh 6o rebu,mantep bet tuh 6o rebu,"['mantep', 'bet', 'tuh', '6o', 'rebu']",5,22
MkX3K8Vmvas,tanboy kun,kulineran ke Makassar bang tanboy,-1,kulineran ke makassar bang tanboy,kuliner ke makassar bang tanboy,"['kulineran', 'ke', 'makassar', 'bang', 'tanboy']",5,33
MkX3K8Vmvas,tanboy kun,Kocak banyak miskin judol,-1,kocak banyak miskin judol,kocak banyak miskin judol,"['kocak', 'banyak', 'miskin', 'judol']",4,25
MkX3K8Vmvas,tanboy kun,"Pesen nya jangan skaligus bang klu dah dingin ga enak,,",-1,pesen nya jangan skaligus bang klu dah dingin ga enak,sen nya jangan skaligus bang klu dah dingin ga enak,"['pesen', 'nya', 'jangan', 'skaligus', 'bang', 'klu', 'dah', 'dingin', 'ga', 'enak']",10,55
MkX3K8Vmvas,tanboy kun,mantap pol,-1,mantap pol,mantap pol,"['mantap', 'pol']",2,10
MkX3K8Vmvas,tanboy kun,Sop janda langganan ini Deket rumah😊,-1,sop janda langganan ini deket rumah,sop janda langgan ini deket rumah,"['sop', 'janda', 'langganan', 'ini', 'deket', 'rumah']",6,36
MkX3K8Vmvas,tanboy kun,Lanjut,-1,lanjut,lanjut,['lanjut'],1,6
MkX3K8Vmvas,tanboy kun,bang cobain bakso malingping dong,-1,bang cobain bakso malingping dong,bang cobain bakso malingping dong,"['bang', 'cobain', 'bakso', 'malingping', 'dong']",5,33
MkX3K8Vmvas,tanboy kun,Seger banget liat nya mana disini lagi hujan habis hujan hujanan dingin banget bikin laper,-1,seger banget liat nya mana disini lagi hujan habis hujan hujanan dingin banget bikin laper,seger banget liat nya mana sini lagi hujan habis hujan hujan dingin banget bikin laper,"['seger', 'banget', 'liat', 'nya', 'mana', 'disini', 'lagi', 'hujan', 'habis', 'hujan', 'hujanan', 'dingin', 'banget', 'bikin', 'laper']",15,90
MkX3K8Vmvas,tanboy kun,hadirr bng bara,-1,hadirr bng bara,hadirr bng bara,"['hadirr', 'bng', 'bara']",3,15
MkX3K8Vmvas,tanboy kun,BAN TE NG HO KI terpopuler masakini💛langsung jepe,-1,ban te ng ho ki terpopuler masakinilangsung jepe,ban te ng ho ki populer masakinilangsung jepe,"['ban', 'te', 'ng', 'ho', 'ki', 'terpopuler', 'masakinilangsung', 'jepe']",8,49
MkX3K8Vmvas,tanboy kun,BAN TE NG HO KI..Member baru pasti jepe💛,-1,ban te ng ho ki member baru pasti jepe,ban te ng ho ki member baru pasti jepe,"['ban', 'te', 'ng', 'ho', 'ki', 'member', 'baru', 'pasti', 'jepe']",9,40
MkX3K8Vmvas,tanboy kun,GA RU DA HO KI menang lebih mudah❤langsung jepe,-1,ga ru da ho ki menang lebih mudahlangsung jepe,ga ru da ho ki menang lebih mudahlangsung jepe,"['ga', 'ru', 'da', 'ho', 'ki', 'menang', 'lebih', 'mudahlangsung', 'jepe']",9,47
MkX3K8Vmvas,tanboy kun,GA RU DA HO KI..Member baru pasti jepe❤,-1,ga ru da ho ki member baru pasti jepe,ga ru da ho ki member baru pasti jepe,"['ga', 'ru', 'da', 'ho', 'ki', 'member', 'baru', 'pasti', 'jepe']",9,39
MkX3K8Vmvas,tanboy kun,Terpopuler GA RU DA HO KI Member baru pasti jepee❤,-1,terpopuler ga ru da ho ki member baru pasti jepee,populer ga ru da ho ki member baru pasti jepee,"['terpopuler', 'ga', 'ru', 'da', 'ho', 'ki', 'member', 'baru', 'pasti', 'jepee']",10,50
MkX3K8Vmvas,tanboy kun,GA RU DA HO KI..Terpopuler masakini❤langsung jepe,-1,ga ru da ho ki terpopuler masakinilangsung jepe,ga ru da ho ki populer masakinilangsung jepe,"['ga', 'ru', 'da', 'ho', 'ki', 'terpopuler', 'masakinilangsung', 'jepe']",8,49
MkX3K8Vmvas,tanboy kun,Kayak yg pernah didatengin umma mega,-1,kayak yg pernah didatengin umma mega,kayak yg pernah didatengin umma mega,"['kayak', 'yg', 'pernah', 'didatengin', 'umma', 'mega']",6,36
MkX3K8Vmvas,tanboy kun,Di daerah lain ada juga yang bilangnya daging jando<br>Selain dibikin sop paling suka makan mie ayam jando 🤤🤤👌,-1,di daerah lain ada juga yang bilangnya daging jando br selain dibikin sop paling suka makan mie ayam jando,di daerah lain ada juga yang bilang daging jando br selain bikin sop paling suka makan mie ayam jando,"['di', 'daerah', 'lain', 'ada', 'juga', 'yang', 'bilangnya', 'daging', 'jando', 'br', 'selain', 'dibikin', 'sop', 'paling', 'suka', 'makan', 'mie', 'ayam', 'jando']",19,110
MkX3K8Vmvas,tanboy kun,Taiwan Taipei city hadir bang bara 🤗🤗🤗,-1,taiwan taipei city hadir bang bara,taiwan taipei city hadir bang bara,"['taiwan', 'taipei', 'city', 'hadir', 'bang', 'bara']",6,38
MkX3K8Vmvas,tanboy kun,Cuaca panas + Terik + udara kering = Enak makan pedes<br><br>Saya tidak mengerti lokgika anda🗿,-1,cuaca panas terik udara kering enak makan pedes br br saya tidak mengerti lokgika anda,cuaca panas terik udara kering enak makan pedes br br saya tidak erti lokgika anda,"['cuaca', 'panas', 'terik', 'udara', 'kering', 'enak', 'makan', 'pedes', 'br', 'br', 'saya', 'tidak', 'mengerti', 'lokgika', 'anda']",15,94
MkX3K8Vmvas,tanboy kun,Bang kalau bisa mukbang kepala sapi itu jarang di lakukan oleh orang lain,-1,bang kalau bisa mukbang kepala sapi itu jarang di lakukan oleh orang lain,bang kalau bisa mukbang kepala sapi itu jarang di laku oleh orang lain,"['bang', 'kalau', 'bisa', 'mukbang', 'kepala', 'sapi', 'itu', 'jarang', 'di', 'lakukan', 'oleh', 'orang', 'lain']",13,73
MkX3K8Vmvas,tanboy kun,Gaskeun bang 💪,-1,gaskeun bang,gaskeun bang,"['gaskeun', 'bang']",2,14
MkX3K8Vmvas,tanboy kun,Mantap bang,-1,mantap bang,mantap bang,"['mantap', 'bang']",2,11
MkX3K8Vmvas,tanboy kun,Penuh dengan lautan cabe 😢,-1,penuh dengan lautan cabe,penuh dengan laut cabe,"['penuh', 'dengan', 'lautan', 'cabe']",4,26
MkX3K8Vmvas,tanboy kun,Pengen di bales tanboykun subscribe udh lama soal nya,-1,pengen di bales tanboykun subscribe udh lama soal nya,ken di bales tanboykun subscribe udh lama soal nya,"['pengen', 'di', 'bales', 'tanboykun', 'subscribe', 'udh', 'lama', 'soal', 'nya']",9,53
MkX3K8Vmvas,tanboy kun,"Bang Tan,, aku hadir di like ⁵94",-1,bang tan aku hadir di like s9a,bang tan aku hadir di like s9a,"['bang', 'tan', 'aku', 'hadir', 'di', 'like', 's9a']",7,32
MkX3K8Vmvas,tanboy kun,Jangan&quot; itu daging manusia 😅,-1,jangan quot itu daging manusia,jangan quot itu daging manusia,"['jangan', 'quot', 'itu', 'daging', 'manusia']",5,33
MkX3K8Vmvas,tanboy kun,Mantap,-1,mantap,mantap,['mantap'],1,6
MkX3K8Vmvas,tanboy kun,Bang,-1,bang,bang,['bang'],1,4
MkX3K8Vmvas,tanboy kun,Onde mande lamak bana,-1,onde mande lamak bana,onde mande lamak bana,"['onde', 'mande', 'lamak', 'bana']",4,21
MkX3K8Vmvas,tanboy kun,komennya banyak binatang judol,-1,komennya banyak binatang judol,komennya banyak binatang judol,"['komennya', 'banyak', 'binatang', 'judol']",4,30
MkX3K8Vmvas,tanboy kun,ama hujan&quot; wenak itu bang🗿,-1,ama hujan quot wenak itu bang,ama hujan quot wenak itu bang,"['ama', 'hujan', 'quot', 'wenak', 'itu', 'bang']",6,31
MkX3K8Vmvas,tanboy kun,Sup daging jand enak nya luar biasa,-1,sup daging jand enak nya luar biasa,sup daging jand enak nya luar biasa,"['sup', 'daging', 'jand', 'enak', 'nya', 'luar', 'biasa']",7,35
MkX3K8Vmvas,tanboy kun,"Pgn bgt makan soup kya gini, tp dh gk kuat makan pedes, padahal dulu jago bgt ma pedes, sejak kenah maag n gerd dh gk kuat kenah pedes😢",-1,pgn bgt makan soup kya gini tp dh gk kuat makan pedes padahal dulu jago bgt ma pedes sejak kenah maag n gerd dh gk kuat kenah pedes,pgn bgt makan soup kya gin tp dh gk kuat makan pedes padahal dulu jago bgt ma pedes sejak kenah maag n gerd dh gk kuat kenah pedes,"['pgn', 'bgt', 'makan', 'soup', 'kya', 'gini', 'tp', 'dh', 'gk', 'kuat', 'makan', 'pedes', 'padahal', 'dulu', 'jago', 'bgt', 'ma', 'pedes', 'sejak', 'kenah', 'maag', 'n', 'gerd', 'dh', 'gk', 'kuat', 'kenah', 'pedes']",28,135
MkX3K8Vmvas,tanboy kun,Wahhhh,-1,wahhhh,wahhhh,['wahhhh'],1,6
MkX3K8Vmvas,tanboy kun,Bang aku dlu makan di sana dr harga 20rb sekarang udah 60rb,-1,bang aku dlu makan di sana dr harga 2orb sekarang udah 6orb,bang aku dlu makan di sana dr harga 2orb sekarang udah 6orb,"['bang', 'aku', 'dlu', 'makan', 'di', 'sana', 'dr', 'harga', '2orb', 'sekarang', 'udah', '6orb']",12,59
MkX3K8Vmvas,tanboy kun,likeee duluu ahhh sebelum ribuannn😊😊,-1,likeee duluu ahhh sebelum ribuannn,likeee duluu ahhh belum ribuannn,"['likeee', 'duluu', 'ahhh', 'sebelum', 'ribuannn']",5,36
MkX3K8Vmvas,tanboy kun,Sama harganya dgn di Batam,-1,sama harganya dgn di batam,sama harga dgn di batam,"['sama', 'harganya', 'dgn', 'di', 'batam']",5,26
MkX3K8Vmvas,tanboy kun,Baru tayang,-1,baru tayang,baru tayang,"['baru', 'tayang']",2,11
MkX3K8Vmvas,tanboy kun,Mantap. 10 menit yg lalu,-1,mantap io menit yg lalu,mantap io menit yg lalu,"['mantap', 'io', 'menit', 'yg', 'lalu']",5,24
MkX3K8Vmvas,tanboy kun,ngiler,-1,ngiler,ngiler,['ngiler'],1,6
MkX3K8Vmvas,tanboy kun,Yakk,-1,yakk,yakk,['yakk'],1,4
MkX3K8Vmvas,tanboy kun,Bang bara cobain tongseng Bu Sholeh dong😂,-1,bang bara cobain tongseng bu sholeh dong,bang bara cobain tongseng bu sholeh dong,"['bang', 'bara', 'cobain', 'tongseng', 'bu', 'sholeh', 'dong']",7,41
MkX3K8Vmvas,tanboy kun,SOP JANDA🗿,-1,sop janda,sop janda,"['sop', 'janda']",2,10
MkX3K8Vmvas,tanboy kun,pernah makan di situ emang mantap pedas pool,-1,pernah makan di situ emang mantap pedas pool,pernah makan di situ emang mantap pedas pool,"['pernah', 'makan', 'di', 'situ', 'emang', 'mantap', 'pedas', 'pool']",8,44
MkX3K8Vmvas,tanboy kun,Hadir trowulan mojokerto🎉🎉,-1,hadir trowulan mojokerto,hadir trowulan mojokerto,"['hadir', 'trowulan', 'mojokerto']",3,26
MkX3K8Vmvas,tanboy kun,Cobain ayam geprek Sako bsd bang,-1,cobain ayam geprek sako bsd bang,cobain ayam geprek sako bsd bang,"['cobain', 'ayam', 'geprek', 'sako', 'bsd', 'bang']",6,32
MkX3K8Vmvas,tanboy kun,Izin komen ke 60,-1,izin komen ke 6o,izin komen ke 6o,"['izin', 'komen', 'ke', '6o']",4,16
MkX3K8Vmvas,tanboy kun,Mantap banget bang mukbang SOP enak banyak..,-1,mantap banget bang mukbang sop enak banyak,mantap banget bang mukbang sop enak banyak,"['mantap', 'banget', 'bang', 'mukbang', 'sop', 'enak', 'banyak']",7,44
MkX3K8Vmvas,tanboy kun,Klw kerja kelewatan mulu ini,-1,klw kerja kelewatan mulu ini,klw kerja lewat mulu ini,"['klw', 'kerja', 'kelewatan', 'mulu', 'ini']",5,28
MkX3K8Vmvas,tanboy kun,4 menitt 😅,-1,a menitt,a menitt,"['a', 'menitt']",2,10
MkX3K8Vmvas,tanboy kun,Cabe nya ngeri banget 😂,-1,cabe nya ngeri banget,cabe nya ngeri banget,"['cabe', 'nya', 'ngeri', 'banget']",4,23
MkX3K8Vmvas,tanboy kun,Beh Mantapnyo Makan Soup Daging Toping Full Cabe Rawit Di Soup Janda Bu Darmi Nih Beh Nikmatnya GaKaruan Men Kacaw Kacaw Hmmm NyamNyam EnakEnakEnak Mantul Mantap Betul Lah CuyCuy Parah Men.<br>Ngelihatnya Bikin Mau Makan Lagi Dan Lagi Inimah CuyCuy Parah Men Kacaw Kacaw.<br>D&#39;Best Pokoknya Mah Kalo Soal Makanan Apa Aja Selalau Nikmat &amp; Mantap BangBara.,-1,beh mantapnyo makan soup daging toping full cabe rawit di soup janda bu darmi nih beh nikmatnya gakaruan men kacaw kacaw hmmm nyamnyam enakenakenak mantul mantap betul lah cuycuy parah men br ngelihatnya bikin mau makan lagi dan lagi inimah cuycuy parah men kacaw kacaw br d best pokoknya mah kalo soal makanan apa aja selalau nikmat amp mantap bangbara,beh mantapnyo makan soup daging toping full cabe rawit di soup janda bu darmi nih beh nikmat gakaruan men kacaw kacaw hmmm nyamnyam enakenakenak mantul mantap betul lah cuycuy parah men br ngelihatnya bikin mau makan lagi dan lagi inimah cuycuy parah men kacaw kacaw br d best pokok mah kalo soal makan apa aja lalau nikmat amp mantap bangbara,"['beh', 'mantapnyo', 'makan', 'soup', 'daging', 'toping', 'full', 'cabe', 'rawit', 'di', 'soup', 'janda', 'bu', 'darmi', 'nih', 'beh', 'nikmatnya', 'gakaruan', 'men', 'kacaw', 'kacaw', 'hmmm', 'nyamnyam', 'enakenakenak', 'mantul', 'mantap', 'betul', 'lah', 'cuycuy', 'parah', 'men', 'br', 'ngelihatnya', 'bikin', 'mau', 'makan', 'lagi', 'dan', 'lagi', 'inimah', 'cuycuy', 'parah', 'men', 'kacaw', 'kacaw', 'br', 'd', 'best', 'pokoknya', 'mah', 'kalo', 'soal', 'makanan', 'apa', 'aja', 'selalau', 'nikmat', 'amp', 'mantap', 'bangbara']",60,362
MkX3K8Vmvas,tanboy kun,Pas lagi lapar😂,-1,pas lagi lapar,pas lagi lapar,"['pas', 'lagi', 'lapar']",3,15
MkX3K8Vmvas,tanboy kun,Mukbang mi gacoan bang 20 porsi kuat kali 😅,-1,mukbang mi gacoan bang 2o porsi kuat kali,mukbang mi gaco bang 2o porsi kuat kali,"['mukbang', 'mi', 'gacoan', 'bang', '2o', 'porsi', 'kuat', 'kali']",8,43
MkX3K8Vmvas,tanboy kun,"Ayo bang sikat sop jandanya, maknyusss😂",-1,ayo bang sikat sop jandanya maknyusss,ayo bang sikat sop janda maknyusss,"['ayo', 'bang', 'sikat', 'sop', 'jandanya', 'maknyusss']",6,39
MkX3K8Vmvas,tanboy kun,Coba mukbang sate padang bang🎉❤,-1,coba mukbang sate padang bang,coba mukbang sate padang bang,"['coba', 'mukbang', 'sate', 'padang', 'bang']",5,31
MkX3K8Vmvas,tanboy kun,halo bang,-1,halo bang,halo bang,"['halo', 'bang']",2,9
MkX3K8Vmvas,tanboy kun,1 menit pertama,-1,i menit pertama,i menit pertama,"['i', 'menit', 'pertama']",3,15
MkX3K8Vmvas,tanboy kun,mantap banget,-1,mantap banget,mantap banget,"['mantap', 'banget']",2,13
MkX3K8Vmvas,tanboy kun,😊,-1,,,[],0,1
MkX3K8Vmvas,tanboy kun,mau ngumpulin 100 orang tercepat 👇,-1,mau ngumpulin ioo orang tercepat,mau ngumpulin ioo orang cepat,"['mau', 'ngumpulin', 'ioo', 'orang', 'tercepat']",5,34
MkX3K8Vmvas,tanboy kun,Absen 500 Orang tercepat,-1,absen soo orang tercepat,absen soo orang cepat,"['absen', 'soo', 'orang', 'tercepat']",4,24
MkX3K8Vmvas,tanboy kun,Semangat,-1,semangat,semangat,['semangat'],1,8
MkX3K8Vmvas,tanboy kun,Mantap,-1,mantap,mantap,['mantap'],1,6
MkX3K8Vmvas,tanboy kun,Mantap Bang Bara gurih 🤤🤤🤤 salam Bapakkos,-1,mantap bang bara gurih salam bapakkos,mantap bang bara gurih salam bapakkos,"['mantap', 'bang', 'bara', 'gurih', 'salam', 'bapakkos']",6,41
MkX3K8Vmvas,tanboy kun,h,-1,h,h,['h'],1,1
MkX3K8Vmvas,tanboy kun,"Nah, edisi mukbang makanan pedas. Kangen edisi ini.",-1,nah edisi mukbang makanan pedas kangen edisi ini,nah edisi mukbang makan pedas kangen edisi ini,"['nah', 'edisi', 'mukbang', 'makanan', 'pedas', 'kangen', 'edisi', 'ini']",8,51
MkX3K8Vmvas,tanboy kun,pertamaa,-1,pertamaa,pertamaa,['pertamaa'],1,8
MkX3K8Vmvas,tanboy kun,WTF daging janda,-1,wtf daging janda,wtf daging janda,"['wtf', 'daging', 'janda']",3,16
MkX3K8Vmvas,tanboy kun,Gas,-1,gas,gas,['gas'],1,3
MkX3K8Vmvas,tanboy kun,First😂,-1,first,first,['first'],1,6
MkX3K8Vmvas,tanboy kun,Halah gk frist,-1,halah gk frist,halah gk frist,"['halah', 'gk', 'frist']",3,14
MkX3K8Vmvas,tanboy kun,Hader!,-1,hader,hader,['hader'],1,6
MkX3K8Vmvas,tanboy kun,Pertama bro bara/tanboy kun❤notice dong😆salam dari malaysia,-1,pertama bro bara tanboy kunnotice dongsalam dari malaysia,pertama bro bara tanboy kunnotice dongsalam dari malaysia,"['pertama', 'bro', 'bara', 'tanboy', 'kunnotice', 'dongsalam', 'dari', 'malaysia']",8,59
MkX3K8Vmvas,tanboy kun,cis dulu yang nonton sambil makan siang🎉,-1,cis dulu yang nonton sambil makan siang,cis dulu yang nonton sambil makan siang,"['cis', 'dulu', 'yang', 'nonton', 'sambil', 'makan', 'siang']",7,40
MkX3K8Vmvas,tanboy kun,Oi,-1,oi,oi,['oi'],1,2
MkX3K8Vmvas,tanboy kun,1,-1,i,i,['i'],1,1
MkX3K8Vmvas,tanboy kun,GERCEP,-1,gercep,gercep,['gercep'],1,6
MkX3K8Vmvas,tanboy kun,Keduaaa,-1,keduaaa,keduaaa,['keduaaa'],1,7
MkX3K8Vmvas,tanboy kun,3,-1,e,e,['e'],1,1
MkX3K8Vmvas,tanboy kun,"Masya allah sehat sehat bang bara , main ke kalimantan dong sekali kali 🤗🤗🤗😍🙏",-1,masya allah sehat sehat bang bara main ke kalimantan dong sekali kali,masya allah sehat sehat bang bara main ke kalimantan dong sekali kali,"['masya', 'allah', 'sehat', 'sehat', 'bang', 'bara', 'main', 'ke', 'kalimantan', 'dong', 'sekali', 'kali']",12,77
MkX3K8Vmvas,tanboy kun,Enak banget,-1,enak banget,enak banget,"['enak', 'banget']",2,11
MkX3K8Vmvas,tanboy kun,pertama,-1,pertama,pertama,['pertama'],1,7
MkX3K8Vmvas,tanboy kun,P,-1,p,p,['p'],1,1
MkX3K8Vmvas,tanboy kun,W,-1,w,w,['w'],1,1
MkX3K8Vmvas,tanboy kun,1,-1,i,i,['i'],1,1
MkX3K8Vmvas,tanboy kun,P,-1,p,p,['p'],1,1
MkX3K8Vmvas,tanboy kun,Ketiga,-1,ketiga,tiga,['ketiga'],1,6
MkX3K8Vmvas,tanboy kun,komen,-1,komen,komen,['komen'],1,5
MkX3K8Vmvas,tanboy kun,Wow,-1,wow,wow,['wow'],1,3
MkX3K8Vmvas,tanboy kun,yahh,-1,yahh,yahh,['yahh'],1,4
MkX3K8Vmvas,tanboy kun,❤,-1,,,[],0,1
MkX3K8Vmvas,tanboy kun,First,-1,first,first,['first'],1,5
WQb70DnhUq4,Sebastian Tedy,ngakak banget bastie😂,-1,ngakak banget bastie,ngakak banget bastie,"['ngakak', 'banget', 'bastie']",3,21
WQb70DnhUq4,Sebastian Tedy,Madunya madu banget <br>Keju nya ngeju banget <br>Ada kah makanan yang nge bangetin selain dua itu🗿🗿,-1,madunya madu banget br keju nya ngeju banget br ada kah makanan yang nge bangetin selain dua itu,madu madu banget br keju nya ngeju banget br ada kah makan yang nge bangetin selain dua itu,"['madunya', 'madu', 'banget', 'br', 'keju', 'nya', 'ngeju', 'banget', 'br', 'ada', 'kah', 'makanan', 'yang', 'nge', 'bangetin', 'selain', 'dua', 'itu']",18,100
WQb70DnhUq4,Sebastian Tedy,"wansui atau yansui itu coriander bas, duduk parsley",-1,wansui atau yansui itu coriander bas duduk parsley,wansui atau yansui itu coriander bas duduk parsley,"['wansui', 'atau', 'yansui', 'itu', 'coriander', 'bas', 'duduk', 'parsley']",8,51
WQb70DnhUq4,Sebastian Tedy,🎉,-1,,,[],0,1
WQb70DnhUq4,Sebastian Tedy,Ganti ganti mulu tumbnail ni video bgst,-1,ganti ganti mulu tumbnail ni video bgst,ganti ganti mulu tumbnail ni video bgst,"['ganti', 'ganti', 'mulu', 'tumbnail', 'ni', 'video', 'bgst']",7,39
WQb70DnhUq4,Sebastian Tedy,Lebih enk nonton sebastian sambil makan gk sich? 🤭💯👌,-1,lebih enk nonton sebastian sambil makan gk sich,lebih enk nonton sebastian sambil makan gk sich,"['lebih', 'enk', 'nonton', 'sebastian', 'sambil', 'makan', 'gk', 'sich']",8,52
WQb70DnhUq4,Sebastian Tedy,seru banget kalo liat konten ko sebas ama grace kek nyambung banget kayak ko sebas versi cewe wkwk semoga kedepan nya sering sering collab😂🤩,-1,seru banget kalo liat konten ko sebas ama grace kek nyambung banget kayak ko sebas versi cewe wkwk semoga kedepan nya sering sering collab,seru banget kalo liat konten ko bas ama grace kek nyambung banget kayak ko bas versi cewe wkwk moga depan nya sering sering collab,"['seru', 'banget', 'kalo', 'liat', 'konten', 'ko', 'sebas', 'ama', 'grace', 'kek', 'nyambung', 'banget', 'kayak', 'ko', 'sebas', 'versi', 'cewe', 'wkwk', 'semoga', 'kedepan', 'nya', 'sering', 'sering', 'collab']",24,140
WQb70DnhUq4,Sebastian Tedy,"Kak Sebastian aku tanggal 22 ini ke Surabaya sekitar Surabaya daerah Darmo,kita boleh ketemu kak?untuk minta foto aja gitu",-1,kak sebastian aku tanggal 22 ini ke surabaya sekitar surabaya daerah darmo kita boleh ketemu kak untuk minta foto aja gitu,kak sebastian aku tanggal 22 ini ke surabaya sekitar surabaya daerah darmo kita boleh ketemu kak untuk minta foto aja gitu,"['kak', 'sebastian', 'aku', 'tanggal', '22', 'ini', 'ke', 'surabaya', 'sekitar', 'surabaya', 'daerah', 'darmo', 'kita', 'boleh', 'ketemu', 'kak', 'untuk', 'minta', 'foto', 'aja', 'gitu']",21,122
WQb70DnhUq4,Sebastian Tedy,Cocok bgt bas😂,-1,cocok bgt bas,cocok bgt bas,"['cocok', 'bgt', 'bas']",3,14
WQb70DnhUq4,Sebastian Tedy,"SEBAS KM ACT OF SERVICE BGT REK SAMA GRACE,cocok rekk 🤭🤭",-1,sebas km act of service bgt rek sama grace cocok rekk,bas km act of service bgt rek sama grace cocok rekk,"['sebas', 'km', 'act', 'of', 'service', 'bgt', 'rek', 'sama', 'grace', 'cocok', 'rekk']",11,56
WQb70DnhUq4,Sebastian Tedy,Warga indo suka amat jodoh jodohin tolol emg,-1,warga indo suka amat jodoh jodohin tolol emg,warga indo suka amat jodoh jodohin tolol emg,"['warga', 'indo', 'suka', 'amat', 'jodoh', 'jodohin', 'tolol', 'emg']",8,44
WQb70DnhUq4,Sebastian Tedy,sebas bencong atau playboy,-1,sebas bencong atau playboy,bas bencong atau playboy,"['sebas', 'bencong', 'atau', 'playboy']",4,26
WQb70DnhUq4,Sebastian Tedy,Koh kasihan mulut idolnya kecil dipaksa makan daging ikannya gwede kaya dipaksa 😮😂,-1,koh kasihan mulut idolnya kecil dipaksa makan daging ikannya gwede kaya dipaksa,koh kasihan mulut idolnya kecil paksa makan daging ikan gwede kaya paksa,"['koh', 'kasihan', 'mulut', 'idolnya', 'kecil', 'dipaksa', 'makan', 'daging', 'ikannya', 'gwede', 'kaya', 'dipaksa']",12,82
WQb70DnhUq4,Sebastian Tedy,"<a href=""https://www.youtube.com/watch?v=WQb70DnhUq4&amp;t=1407"">23:27</a> si bro beneran putus urat malunya",-1,a href si bro beneran putus urat malunya,a href si bro beneran putus urat malu,"['a', 'href', 'si', 'bro', 'beneran', 'putus', 'urat', 'malunya']",8,108
WQb70DnhUq4,Sebastian Tedy,Ibu ku pernah juga di notice chef Arnold dengan kasih 100 juta buat ibu ku gtw knp kok dikasih?,-1,ibu ku pernah juga di notice chef arnold dengan kasih ioo juta buat ibu ku gtw knp kok dikasih,ibu ku pernah juga di notice chef arnold dengan kasih ioo juta buat ibu ku gtw knp kok kasih,"['ibu', 'ku', 'pernah', 'juga', 'di', 'notice', 'chef', 'arnold', 'dengan', 'kasih', 'ioo', 'juta', 'buat', 'ibu', 'ku', 'gtw', 'knp', 'kok', 'dikasih']",19,95
WQb70DnhUq4,Sebastian Tedy,seru konten kali iniii dengan kerandomannya,-1,seru konten kali iniii dengan kerandomannya,seru konten kali iniii dengan kerandomannya,"['seru', 'konten', 'kali', 'iniii', 'dengan', 'kerandomannya']",6,43
WQb70DnhUq4,Sebastian Tedy,"Aduh Bas makin bingung mendingan kamu sama Jacquelyn atau Grace ini. Dua duanya sama sama cocok haha tapi Grace kali ini bener bener humble dan nunjukkin nyaman sama kamu, tapi kalo di pikir pikir lagi kamu sama Jacquelyn udah cocok banget hahaha<br><br>Intinya aku sampe sekarang masi tim Sebastian × Jacquelyn deh siapa yang sama? ☝🏻☝🏻☝🏻",-1,aduh bas makin bingung mendingan kamu sama jacquelyn atau grace ini dua duanya sama sama cocok haha tapi grace kali ini bener bener humble dan nunjukkin nyaman sama kamu tapi kalo di pikir pikir lagi kamu sama jacquelyn udah cocok banget hahaha br br intinya aku sampe sekarang masi tim sebastian x jacquelyn deh siapa yang sama,aduh bas makin bingung mending kamu sama jacquelyn atau grace ini dua dua sama sama cocok haha tapi grace kali ini bener bener humble dan nunjukkin nyaman sama kamu tapi kalo di pikir pikir lagi kamu sama jacquelyn udah cocok banget hahaha br br inti aku sampe sekarang mas tim sebastian x jacquelyn deh siapa yang sama,"['aduh', 'bas', 'makin', 'bingung', 'mendingan', 'kamu', 'sama', 'jacquelyn', 'atau', 'grace', 'ini', 'dua', 'duanya', 'sama', 'sama', 'cocok', 'haha', 'tapi', 'grace', 'kali', 'ini', 'bener', 'bener', 'humble', 'dan', 'nunjukkin', 'nyaman', 'sama', 'kamu', 'tapi', 'kalo', 'di', 'pikir', 'pikir', 'lagi', 'kamu', 'sama', 'jacquelyn', 'udah', 'cocok', 'banget', 'hahaha', 'br', 'br', 'intinya', 'aku', 'sampe', 'sekarang', 'masi', 'tim', 'sebastian', 'x', 'jacquelyn', 'deh', 'siapa', 'yang', 'sama']",57,339
WQb70DnhUq4,Sebastian Tedy,tiba tiba banget ada Sacres😂,-1,tiba tiba banget ada sacres,tiba tiba banget ada sacres,"['tiba', 'tiba', 'banget', 'ada', 'sacres']",5,28
