video_id,channel_name,komentar
MkX3K8Vmvas,tanboy kun,pulang kerja shift malam sarapan sop janda mantap bangett
MkX3K8Vmvas,tanboy kun,"Kalau lewat sop janda selalu macet soalnya orang yg beli mobilan semua😂 apalagi dijam² mau makan siang, banyak karyawan istirahat, tapi emang enak banget kuahnya gurih,ada asem²nya, kaldu sapinya itu loh nyampe luar pun tercium kalau pas lewat  🤤 jadi pengen beli"
MkX3K8Vmvas,tanboy kun,asik main ke bekasi
MkX3K8Vmvas,tanboy kun,SOP DUDA ADA GAK
MkX3K8Vmvas,tanboy kun,"Cabe rawit ijo mah emang biasa aja, coba ganti pake rawit setan yg merah, beeuuhhh baru mantep pedes nya"
MkX3K8Vmvas,tanboy kun,Request mukbang sweke kodok bg
MkX3K8Vmvas,tanboy kun,Gue lebih ngiler liat gorengannya ketimbang sopnya 😅
MkX3K8Vmvas,tanboy kun,"Buset udah 60 k aja harganya,terakhir makan 40 k.betapa taun yg lalu 😅"
MkX3K8Vmvas,tanboy kun,apa-apaan lu bang nasi sepuasnya lu ngambil cuma se comot doang
MkX3K8Vmvas,tanboy kun,Termasuk murah sih cuma 60 ribu segitu banyak
MkX3K8Vmvas,tanboy kun,"Semakin kemari semakin banyak bicaranya... gak murni mukbang seperti dulu yang bikin enak ditonton, sekarang banyakan ngomong."
MkX3K8Vmvas,tanboy kun,"Bang jgn jaim dong JD kaga seru mkn nya,itu tulang rangunya dimakan doooong.."
MkX3K8Vmvas,tanboy kun,"Belakang tempat kerjaku persis dulu di kawasan mm2100<br>Sering banget, asal ada temen ulang tahun cus otw sop janda<br>Dulu kirain singkatan sop jawa sunda"
MkX3K8Vmvas,tanboy kun,Sop duda😂😂
MkX3K8Vmvas,tanboy kun,"Mantep bgt ini, dulu sering beli pas jaman masih 30rban harganya 🤤"
MkX3K8Vmvas,tanboy kun,Allah tidak adil sama Abdan goblok orang aja dikasih bukan aku
MkX3K8Vmvas,tanboy kun,"Kalau di bungkus, porsinya berasa lebih banyak, bisa di makan rame rame"
MkX3K8Vmvas,tanboy kun,Kalau matanya sudah muter gitu berarti beneran enak
MkX3K8Vmvas,tanboy kun,Klu udah ada kata &quot;masyallah&quot;  &quot;Kacau nih&quot;   &quot;Bahaya nih&quot;  .. Udah sih jgn d ragukan rasanya 🔥🔥🔥🔥
MkX3K8Vmvas,tanboy kun,Lamak bana
MkX3K8Vmvas,tanboy kun,Yang ditunggu2😭🫵🏻
MkX3K8Vmvas,tanboy kun,Woi manusia bantu orang banjir jangan makan aja
MkX3K8Vmvas,tanboy kun,"Dagingnya merah-merah ya,"
MkX3K8Vmvas,tanboy kun,Muuuuuantap 👍
MkX3K8Vmvas,tanboy kun,Tanboy kun kanibal ya? Kok makan daging janda😂
MkX3K8Vmvas,tanboy kun,Mantap😅😅
MkX3K8Vmvas,tanboy kun,play for sumatra
MkX3K8Vmvas,tanboy kun,"<a href=""https://www.youtube.com/watch?v=MkX3K8Vmvas&amp;t=588"">9:48</a> ke <a href=""https://www.youtube.com/watch?v=MkX3K8Vmvas&amp;t=645"">10:45</a> makan apaan ya? Hemmm🤔 menarik 60rb"
MkX3K8Vmvas,tanboy kun,Sambil liat janda😂
MkX3K8Vmvas,tanboy kun,Semangat terus bang tamboy kun ❤
MkX3K8Vmvas,tanboy kun,"Porsinya banyak 60rb, tapi dominan tulang tulangnya makan tempat, ini mah makanan orang berduit"
MkX3K8Vmvas,tanboy kun,Hantam sampai mampus Lee🤣🤣🤣🤣🤣🤣🤣🤣
MkX3K8Vmvas,tanboy kun,Bang coba in seblak jabon di Cikarang
MkX3K8Vmvas,tanboy kun,Onde mande sup iga nya lamak bana
MkX3K8Vmvas,tanboy kun,cat temboknya bikin sakit mata 😭😭😭
MkX3K8Vmvas,tanboy kun,Dan emang se enak itu guriihhh bgttt sop iganya
MkX3K8Vmvas,tanboy kun,Penjualnya janda kirain daging janda dissop
MkX3K8Vmvas,tanboy kun,Ya Allah Akun Judol Nya Banyak Banget Berkomentar...🤦‍♂️<br>Yang Berkomentar AKUN JUDOL Gua Sumpahin Mencret Tepung Tapioka PERMANEN Amin🙏
MkX3K8Vmvas,tanboy kun,yg komen judol anj
MkX3K8Vmvas,tanboy kun,"Assalamualaikum,, mantap bikin ngiler,, ❤"
MkX3K8Vmvas,tanboy kun,Ngilerrr bngttt😂😂
MkX3K8Vmvas,tanboy kun,🤤🤤🤤🤤🤤🤤🤤
MkX3K8Vmvas,tanboy kun,peminat terbanyakGA RU DA HO KIdi Indonesia❤
MkX3K8Vmvas,tanboy kun,Et dah udah di rawajulang cikarang tuh langganan dulu waktu masih muda klo ada perpnjangan kontrak mkan&quot;  sop janda😂
MkX3K8Vmvas,tanboy kun,"Harusnya ajak Daggie Juga Bg Bara😂, sebagai pencinta Sop Janda si oppa itu pasti demen banget ama sop²an janda bgini😂😂😂."
MkX3K8Vmvas,tanboy kun,SOP JANDA?? BARU KALI INI SAYA DENGAR ADA SOP JANDA 😂😂😂
MkX3K8Vmvas,tanboy kun,Terpopuler GA RU DA HO KI Member baru pasti jepee❤
MkX3K8Vmvas,tanboy kun,Terpopuler BAN TE NG HO KI Member baru pasti jepee💛
MkX3K8Vmvas,tanboy kun,BAN TE NG HO KI..Member baru pasti jepe💛
MkX3K8Vmvas,tanboy kun,peminat terbanyakBAN TE NG HO KI KIdi Indonesia💛
MkX3K8Vmvas,tanboy kun,GA RU DA HO KI menang lebih mudah❤langsung jepe
MkX3K8Vmvas,tanboy kun,GA RU DA HO KI..Member baru pasti jepe❤
MkX3K8Vmvas,tanboy kun,GA RU DA HO KI..Terpopuler masakini❤langsung jepe
MkX3K8Vmvas,tanboy kun,Terpopuler GA RU DA HO KI Member baru pasti jepee❤
MkX3K8Vmvas,tanboy kun,GA RU DA HO KI terpopuler masakini❤langsung jepe
MkX3K8Vmvas,tanboy kun,Terpopuler BAN TE NG HO KI Member baru pasti jepee💛
MkX3K8Vmvas,tanboy kun,peminat terbanyakGA RU DA HO KIdi Indonesia❤
MkX3K8Vmvas,tanboy kun,peminat terbanyakBAN TE NG HO KI KIdi Indonesia💛
MkX3K8Vmvas,tanboy kun,Banyakan lemak nya sama daging nya
MkX3K8Vmvas,tanboy kun,GA RU DA HO KI..Member baru pasti jepe❤
MkX3K8Vmvas,tanboy kun,Terpopuler GA RU DA HO KI Member baru pasti jepee❤
MkX3K8Vmvas,tanboy kun,GA RU DA HO KI terpopuler masakini❤langsung jepe
MkX3K8Vmvas,tanboy kun,GA RU DA HO KI menang lebih mudah❤langsung jepe
MkX3K8Vmvas,tanboy kun,Terpopuler GA RU DA HO KI Member baru pasti jepee❤
MkX3K8Vmvas,tanboy kun,peminat terbanyakGA RU DA HO KIdi Indonesia❤
MkX3K8Vmvas,tanboy kun,sedikit aja
MkX3K8Vmvas,tanboy kun,"Njir , fir&#39;au juga ngiler ngeliat ini adalah"
MkX3K8Vmvas,tanboy kun,Bang makan Mie bang lades dong
MkX3K8Vmvas,tanboy kun,Lupa baca doa bang
MkX3K8Vmvas,tanboy kun,Demi apa jadi ngiler tau😂😂
MkX3K8Vmvas,tanboy kun,Mantep bet tuh 60 rebu
MkX3K8Vmvas,tanboy kun,kulineran ke Makassar bang tanboy
MkX3K8Vmvas,tanboy kun,Kocak banyak miskin judol
MkX3K8Vmvas,tanboy kun,"Pesen nya jangan skaligus bang klu dah dingin ga enak,,"
MkX3K8Vmvas,tanboy kun,mantap pol
MkX3K8Vmvas,tanboy kun,Sop janda langganan ini Deket rumah😊
MkX3K8Vmvas,tanboy kun,Lanjut
MkX3K8Vmvas,tanboy kun,bang cobain bakso malingping dong
MkX3K8Vmvas,tanboy kun,Seger banget liat nya mana disini lagi hujan habis hujan hujanan dingin banget bikin laper
MkX3K8Vmvas,tanboy kun,hadirr bng bara
MkX3K8Vmvas,tanboy kun,BAN TE NG HO KI terpopuler masakini💛langsung jepe
MkX3K8Vmvas,tanboy kun,BAN TE NG HO KI..Member baru pasti jepe💛
MkX3K8Vmvas,tanboy kun,GA RU DA HO KI menang lebih mudah❤langsung jepe
MkX3K8Vmvas,tanboy kun,GA RU DA HO KI..Member baru pasti jepe❤
MkX3K8Vmvas,tanboy kun,Terpopuler GA RU DA HO KI Member baru pasti jepee❤
MkX3K8Vmvas,tanboy kun,GA RU DA HO KI..Terpopuler masakini❤langsung jepe
MkX3K8Vmvas,tanboy kun,Kayak yg pernah didatengin umma mega
MkX3K8Vmvas,tanboy kun,Di daerah lain ada juga yang bilangnya daging jando<br>Selain dibikin sop paling suka makan mie ayam jando 🤤🤤👌
MkX3K8Vmvas,tanboy kun,Taiwan Taipei city hadir bang bara 🤗🤗🤗
MkX3K8Vmvas,tanboy kun,Cuaca panas + Terik + udara kering = Enak makan pedes<br><br>Saya tidak mengerti lokgika anda🗿
MkX3K8Vmvas,tanboy kun,Bang kalau bisa mukbang kepala sapi itu jarang di lakukan oleh orang lain
MkX3K8Vmvas,tanboy kun,Gaskeun bang 💪
MkX3K8Vmvas,tanboy kun,Mantap bang
MkX3K8Vmvas,tanboy kun,Penuh dengan lautan cabe 😢
MkX3K8Vmvas,tanboy kun,Pengen di bales tanboykun subscribe udh lama soal nya
MkX3K8Vmvas,tanboy kun,"Bang Tan,, aku hadir di like ⁵94"
MkX3K8Vmvas,tanboy kun,Jangan&quot; itu daging manusia 😅
MkX3K8Vmvas,tanboy kun,Mantap
MkX3K8Vmvas,tanboy kun,Bang
MkX3K8Vmvas,tanboy kun,Onde mande lamak bana
MkX3K8Vmvas,tanboy kun,komennya banyak binatang judol
MkX3K8Vmvas,tanboy kun,ama hujan&quot; wenak itu bang🗿
MkX3K8Vmvas,tanboy kun,Sup daging jand enak nya luar biasa
MkX3K8Vmvas,tanboy kun,"Pgn bgt makan soup kya gini, tp dh gk kuat makan pedes, padahal dulu jago bgt ma pedes, sejak kenah maag n gerd dh gk kuat kenah pedes😢"
MkX3K8Vmvas,tanboy kun,Wahhhh
MkX3K8Vmvas,tanboy kun,Bang aku dlu makan di sana dr harga 20rb sekarang udah 60rb
MkX3K8Vmvas,tanboy kun,likeee duluu ahhh sebelum ribuannn😊😊
MkX3K8Vmvas,tanboy kun,Sama harganya dgn di Batam
MkX3K8Vmvas,tanboy kun,Baru tayang
MkX3K8Vmvas,tanboy kun,Mantap. 10 menit yg lalu
MkX3K8Vmvas,tanboy kun,ngiler
MkX3K8Vmvas,tanboy kun,Yakk
MkX3K8Vmvas,tanboy kun,Bang bara cobain tongseng Bu Sholeh dong😂
MkX3K8Vmvas,tanboy kun,SOP JANDA🗿
MkX3K8Vmvas,tanboy kun,pernah makan di situ emang mantap pedas pool
MkX3K8Vmvas,tanboy kun,Hadir trowulan mojokerto🎉🎉
MkX3K8Vmvas,tanboy kun,Cobain ayam geprek Sako bsd bang
MkX3K8Vmvas,tanboy kun,Izin komen ke 60
MkX3K8Vmvas,tanboy kun,Mantap banget bang mukbang SOP enak banyak..
MkX3K8Vmvas,tanboy kun,Klw kerja kelewatan mulu ini
MkX3K8Vmvas,tanboy kun,4 menitt 😅
MkX3K8Vmvas,tanboy kun,Cabe nya ngeri banget 😂
MkX3K8Vmvas,tanboy kun,Beh Mantapnyo Makan Soup Daging Toping Full Cabe Rawit Di Soup Janda Bu Darmi Nih Beh Nikmatnya GaKaruan Men Kacaw Kacaw Hmmm NyamNyam EnakEnakEnak Mantul Mantap Betul Lah CuyCuy Parah Men.<br>Ngelihatnya Bikin Mau Makan Lagi Dan Lagi Inimah CuyCuy Parah Men Kacaw Kacaw.<br>D&#39;Best Pokoknya Mah Kalo Soal Makanan Apa Aja Selalau Nikmat &amp; Mantap BangBara.
MkX3K8Vmvas,tanboy kun,Pas lagi lapar😂
MkX3K8Vmvas,tanboy kun,Mukbang mi gacoan bang 20 porsi kuat kali 😅
MkX3K8Vmvas,tanboy kun,"Ayo bang sikat sop jandanya, maknyusss😂"
MkX3K8Vmvas,tanboy kun,Coba mukbang sate padang bang🎉❤
MkX3K8Vmvas,tanboy kun,halo bang
MkX3K8Vmvas,tanboy kun,1 menit pertama
MkX3K8Vmvas,tanboy kun,mantap banget
MkX3K8Vmvas,tanboy kun,😊
MkX3K8Vmvas,tanboy kun,mau ngumpulin 100 orang tercepat 👇
MkX3K8Vmvas,tanboy kun,Absen 500 Orang tercepat
MkX3K8Vmvas,tanboy kun,Semangat
MkX3K8Vmvas,tanboy kun,Mantap
MkX3K8Vmvas,tanboy kun,Mantap Bang Bara gurih 🤤🤤🤤 salam Bapakkos
MkX3K8Vmvas,tanboy kun,h
MkX3K8Vmvas,tanboy kun,"Nah, edisi mukbang makanan pedas. Kangen edisi ini."
MkX3K8Vmvas,tanboy kun,pertamaa
MkX3K8Vmvas,tanboy kun,WTF daging janda
MkX3K8Vmvas,tanboy kun,Gas
MkX3K8Vmvas,tanboy kun,First😂
MkX3K8Vmvas,tanboy kun,Halah gk frist
MkX3K8Vmvas,tanboy kun,Hader!
MkX3K8Vmvas,tanboy kun,Pertama bro bara/tanboy kun❤notice dong😆salam dari malaysia
MkX3K8Vmvas,tanboy kun,cis dulu yang nonton sambil makan siang🎉
MkX3K8Vmvas,tanboy kun,Oi
MkX3K8Vmvas,tanboy kun,1
MkX3K8Vmvas,tanboy kun,GERCEP
MkX3K8Vmvas,tanboy kun,Keduaaa
MkX3K8Vmvas,tanboy kun,3
MkX3K8Vmvas,tanboy kun,"Masya allah sehat sehat bang bara , main ke kalimantan dong sekali kali 🤗🤗🤗😍🙏"
MkX3K8Vmvas,tanboy kun,Enak banget
MkX3K8Vmvas,tanboy kun,pertama
MkX3K8Vmvas,tanboy kun,P
MkX3K8Vmvas,tanboy kun,W
MkX3K8Vmvas,tanboy kun,1
MkX3K8Vmvas,tanboy kun,P
MkX3K8Vmvas,tanboy kun,Ketiga
MkX3K8Vmvas,tanboy kun,komen
MkX3K8Vmvas,tanboy kun,Wow
MkX3K8Vmvas,tanboy kun,yahh
MkX3K8Vmvas,tanboy kun,❤
MkX3K8Vmvas,tanboy kun,First
WQb70DnhUq4,Sebastian Tedy,ngakak banget bastie😂
WQb70DnhUq4,Sebastian Tedy,Madunya madu banget <br>Keju nya ngeju banget <br>Ada kah makanan yang nge bangetin selain dua itu🗿🗿
WQb70DnhUq4,Sebastian Tedy,"wansui atau yansui itu coriander bas, duduk parsley"
WQb70DnhUq4,Sebastian Tedy,🎉
WQb70DnhUq4,Sebastian Tedy,Ganti ganti mulu tumbnail ni video bgst
WQb70DnhUq4,Sebastian Tedy,Lebih enk nonton sebastian sambil makan gk sich? 🤭💯👌
WQb70DnhUq4,Sebastian Tedy,seru banget kalo liat konten ko sebas ama grace kek nyambung banget kayak ko sebas versi cewe wkwk semoga kedepan nya sering sering collab😂🤩
WQb70DnhUq4,Sebastian Tedy,"Kak Sebastian aku tanggal 22 ini ke Surabaya sekitar Surabaya daerah Darmo,kita boleh ketemu kak?untuk minta foto aja gitu"
WQb70DnhUq4,Sebastian Tedy,Cocok bgt bas😂
WQb70DnhUq4,Sebastian Tedy,"SEBAS KM ACT OF SERVICE BGT REK SAMA GRACE,cocok rekk 🤭🤭"
WQb70DnhUq4,Sebastian Tedy,Warga indo suka amat jodoh jodohin tolol emg
WQb70DnhUq4,Sebastian Tedy,sebas bencong atau playboy
WQb70DnhUq4,Sebastian Tedy,Koh kasihan mulut idolnya kecil dipaksa makan daging ikannya gwede kaya dipaksa 😮😂
WQb70DnhUq4,Sebastian Tedy,"<a href=""https://www.youtube.com/watch?v=WQb70DnhUq4&amp;t=1407"">23:27</a> si bro beneran putus urat malunya"
WQb70DnhUq4,Sebastian Tedy,Ibu ku pernah juga di notice chef Arnold dengan kasih 100 juta buat ibu ku gtw knp kok dikasih?
WQb70DnhUq4,Sebastian Tedy,seru konten kali iniii dengan kerandomannya
WQb70DnhUq4,Sebastian Tedy,"Aduh Bas makin bingung mendingan kamu sama Jacquelyn atau Grace ini. Dua duanya sama sama cocok haha tapi Grace kali ini bener bener humble dan nunjukkin nyaman sama kamu, tapi kalo di pikir pikir lagi kamu sama Jacquelyn udah cocok banget hahaha<br><br>Intinya aku sampe sekarang masi tim Sebastian × Jacquelyn deh siapa yang sama? ☝🏻☝🏻☝🏻"
WQb70DnhUq4,Sebastian Tedy,tiba tiba banget ada Sacres😂
WQb70DnhUq4,Sebastian Tedy,Apresiasi buat Editor nya pada video kali ini 🎉👏👏<br>Kali ini menurut aku banyak perkembangannya terutama pas close up menunya sekaligus di tambahin deskripsi buat makanannya<br><br>Josss editor kali ini ✊️👊👍
WQb70DnhUq4,Sebastian Tedy,Ko itu orang tua kk grace orang medan ko? Saya lihat video koko yg di taiwan katanya orangtuanya dari medan
WQb70DnhUq4,Sebastian Tedy,Sebas gak ada vidio lanjutan rumah barumu apa
WQb70DnhUq4,Sebastian Tedy,logatnya mirip istrinya fidiii gasiiii
WQb70DnhUq4,Sebastian Tedy,cocok jg kamu sma dia bas wkwk
WQb70DnhUq4,Sebastian Tedy,suaramu asli bagus bass
WQb70DnhUq4,Sebastian Tedy,Baramundi d tempat q 1 kg nya cuma 35rb
WQb70DnhUq4,Sebastian Tedy,"Baru aja makan,eh ternyata habis di <a href=""https://www.youtube.com/watch?v=WQb70DnhUq4&amp;t=279"">4:39</a> makanya aku emboh meneh"
WQb70DnhUq4,Sebastian Tedy,Ko Sebas cocok nih 😂
WQb70DnhUq4,Sebastian Tedy,Positif vibes bgt ka Grace ❤
WQb70DnhUq4,Sebastian Tedy,"<a href=""https://www.youtube.com/watch?v=WQb70DnhUq4&amp;t=20"">00:20</a> salfok sama hp nya, itu 𝐏𝐒𝐓𝟎𝐓𝟎𝟗𝟗 ya ka ?? 🫣"
WQb70DnhUq4,Sebastian Tedy,velocity lagi hits parah yah apalagi 𝐏𝐒𝐓𝟎𝐓𝟎𝟗𝟗 cair paraah😏
WQb70DnhUq4,Sebastian Tedy,kaget bangeet dapet duit gini !! terimakasih 𝐏𝐒𝐓𝟎𝐓𝟎𝟗𝟗 🤭
WQb70DnhUq4,Sebastian Tedy,𝐏𝐒𝐓𝟎𝐓𝟎𝟗𝟗 gampang banget nyari di google🥹
WQb70DnhUq4,Sebastian Tedy,"Ini sih lebih dari sekadar video biasa! Sumpah editingnya parah keren, gue sampe keinget 𝐏𝐒𝐓𝟎𝐓𝟎𝟗𝟗 yang sering bikin orang mikir ‘kok bisa?’ 😭✨"
WQb70DnhUq4,Sebastian Tedy,Ini video ngena banget! Ada momen yang bikin aku keinget 𝐏𝐒𝐓𝟎𝐓𝟎𝟗𝟗 karena sering muncul di timeline
WQb70DnhUq4,Sebastian Tedy,𝐅𝐈𝐗 ga bakal mau pindah dari 𝐏𝐒𝐓𝟎𝐓𝟎𝟗𝟗 aneh banget kalau ke yang lain !!
WQb70DnhUq4,Sebastian Tedy,"Ini video nggak main-main!🔥 Serius, vibes-nya tuh mirip banget sama yang sering gue liat dari 𝐏𝐒𝐓𝟎𝐓𝟎𝟗𝟗. Keren banget, bisa jadi viral sih!"
WQb70DnhUq4,Sebastian Tedy,Keren asli! Ini baru konten yang bikin otak auto nyambung ke hal-hal random kayak 𝐏𝐒𝐓𝟎𝐓𝟎𝟗𝟗 wkwk
WQb70DnhUq4,Sebastian Tedy,caeer lagi caer lagi ! 𝐏𝐒𝐓𝟎𝐓𝟎𝟗𝟗 emang ga ada obat dehh
WQb70DnhUq4,Sebastian Tedy,LAH INI KEREN BANGET 😭🔥 bikin kepikiran hal-hal random termasuk 𝐏𝐒𝐓𝟎𝐓𝟎𝟗𝟗
WQb70DnhUq4,Sebastian Tedy,GILAAAA! Videonya sampe bikin mata ga bisa berhenti nonton 😭🔥 Bener-bener vibes kayak 𝐏𝐒𝐓𝟎𝐓𝟎𝟗𝟗 yang sering muncul tanpa diduga. Nggak bisa move on!
WQb70DnhUq4,Sebastian Tedy,"Sumpah ini keren parah, kok bisa tone-nya mirip vibe yang sering aku lihat bareng nama 𝐏𝐒𝐓𝟎𝐓𝟎𝟗𝟗"
WQb70DnhUq4,Sebastian Tedy,Aesthetic overload sih 🤌🏻✨ tadi pas bagian tengah langsung keinget 𝐏𝐒𝐓𝟎𝐓𝟎𝟗𝟗 entah kenapa wkwk
WQb70DnhUq4,Sebastian Tedy,Gemes overload + hoki overload? Dua-duanya cuma di sini dan 💯𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 🤭🔥
WQb70DnhUq4,Sebastian Tedy,Videonya bikin mata betah banget 😭🔥 tiba-tiba keinget nama 𝐏𝐒𝐓𝟎𝐓𝟎𝟗𝟗 yang sering seliweran
WQb70DnhUq4,Sebastian Tedy,"Gemes parahhh 😭✨ kayak jackpot gue semalem di 💯𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗, ga boong 😆🔥"
WQb70DnhUq4,Sebastian Tedy,Gemoy overload! Gue sambil senyum-senyum buka 💯𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 nih 😆💸
WQb70DnhUq4,Sebastian Tedy,Gila ini kontenmu upgrade banget! Bahkan sempet kepikiran 𝐏𝐒𝐓𝟎𝐓𝟎𝟗𝟗 gara-gara tone videonya mirip vibe yang sering aku lihat
WQb70DnhUq4,Sebastian Tedy,Anjirrr videonya keren banget 😭🔥 tiba-tiba keinget sama nama 𝐏𝐒𝐓𝟎𝐓𝟎𝟗𝟗 yang sering lewat di FYP wkwk
WQb70DnhUq4,Sebastian Tedy,"Editannya smooth parah 😮‍💨✨ vibes-nya mirip kayak beberapa platform yang sering dibahas orang, termasuk 𝐏𝐒𝐓𝟎𝐓𝟎𝟗𝟗."
WQb70DnhUq4,Sebastian Tedy,Kok bisa segemes ini sih?! Kayak hoki gue di 💯𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 yang dateng tanpa aba-aba 😆🎯
WQb70DnhUq4,Sebastian Tedy,Bikin senyum-senyum sendiri! Kayak pas buka 💯𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 dan liat saldo nambah 😁🔥
WQb70DnhUq4,Sebastian Tedy,Yang kayak gini harusnya jadi nasional gemes! Sambil nunggu hoki di 💯𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 😝🎯
WQb70DnhUq4,Sebastian Tedy,"gemes, 💯𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 bikin dompet ikut gemes 😍💵"
WQb70DnhUq4,Sebastian Tedy,"Bisa gak sih diem dikit, gemesnya nyerang banget! Kayak notif saldo masuk 💯𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 🤣📲"
WQb70DnhUq4,Sebastian Tedy,Tolong ini lucu banget! Sambil nahan ngakak sambil pasang angka di 💯𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 😭✨
WQb70DnhUq4,Sebastian Tedy,Kenapa bisa segemes ini sih?! 💯𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 juga segemes liat saldo gue naik 😭📈
WQb70DnhUq4,Sebastian Tedy,Grace ekspresi nya terlalu berlebih/over alias lebay sih jadi kesanya kaya gimana gitu
WQb70DnhUq4,Sebastian Tedy,pokoknya yang gratis itu enak enak yo bas 😭🤣
WQb70DnhUq4,Sebastian Tedy,Jodoh ga sihhhh😂
WQb70DnhUq4,Sebastian Tedy,gracee mood banget plss ❤❤😊
WQb70DnhUq4,Sebastian Tedy,Seru banget setiap lihat konten sebas sama grace! Semoga sering kolab di kedepannya! 🙌🏻
WQb70DnhUq4,Sebastian Tedy,HP makan duluan 💀
WQb70DnhUq4,Sebastian Tedy,Itu bareng grace yah?
WQb70DnhUq4,Sebastian Tedy,"eh kebetulan aku ngefans sama kak Sebastian sama kak Grace, kalian collab sangat wow ya kedua idola dalam hidupku collab, sorry telat"
WQb70DnhUq4,Sebastian Tedy,Aku request dong Koko coba lu order chef pribadi di Surabaya 24jam dan total habis berapa
WQb70DnhUq4,Sebastian Tedy,ketawanya agak ganggu
WQb70DnhUq4,Sebastian Tedy,"Cocok bgt kalo sama Grace,sering sering dong Collab nya"
WQb70DnhUq4,Sebastian Tedy,Akal akalan barat si sebas
WQb70DnhUq4,Sebastian Tedy,"minimal maximal, boleh kali jadiin pacar tuh si grace. :D<br><br>hear me out sebas, look at her :<br>- pretty<br>- had beautiful voice<br>- suport what you do<br>- love matcha <br>- cute <br>- always positve ( to couter sebastian negative aura ) <br>- always care a bout you <br>- stylish <br>- popular<br><br>look from all of this. i said go get her sebas. go go go !!!!?!!"
WQb70DnhUq4,Sebastian Tedy,makan bareng tamen ✔<br>makan bareng pacar baru ✔
WQb70DnhUq4,Sebastian Tedy,Bass Itu PacarMu Kah?😂🙏
WQb70DnhUq4,Sebastian Tedy,bang coba bikin video review baran unik/aneh lagi SERU POLLLL
WQb70DnhUq4,Sebastian Tedy,Hadir ko bass sambil makan ni nonton nya 😁
WQb70DnhUq4,Sebastian Tedy,Mulutnya terlalu imut untuk sendok yg besar😂
WQb70DnhUq4,Sebastian Tedy,Sebas couple aj sma dia
WQb70DnhUq4,Sebastian Tedy,Baru aja beberapa hari yang lalu liat yang versi frysachio
WQb70DnhUq4,Sebastian Tedy,Udah kayak couple bas
WQb70DnhUq4,Sebastian Tedy,bas opo gunae kon ngecek warna tapi masih ae make kaos ireng😂
WQb70DnhUq4,Sebastian Tedy,"siapa tuh yang ngerekam sebas di <a href=""https://www.youtube.com/watch?v=WQb70DnhUq4&amp;t=1563"">26:03</a>"
WQb70DnhUq4,Sebastian Tedy,"di <a href=""https://www.youtube.com/watch?v=WQb70DnhUq4&amp;t=1373"">22:53</a> mukanya kocak<a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>"
WQb70DnhUq4,Sebastian Tedy,Seru kalian berdua 😂
WQb70DnhUq4,Sebastian Tedy,nahhh ini yang di tunggu&quot;
WQb70DnhUq4,Sebastian Tedy,Kak grace nya mirip mira di film demon hunter
WQb70DnhUq4,Sebastian Tedy,"sama grace seru bgttt woii, love u grace 😳🫰🫰❤"
WQb70DnhUq4,Sebastian Tedy,ciee basss
WQb70DnhUq4,Sebastian Tedy,"di notice ama idol, gw bikinin lu matcha bang sebas😅"
WQb70DnhUq4,Sebastian Tedy,Gw yg makan daging rusa sambil nnton bilek:kapan ya aku bisa makan makanan itu 😢
WQb70DnhUq4,Sebastian Tedy,Konten banreng Grace lagi bass
WQb70DnhUq4,Sebastian Tedy,"<a href=""https://www.youtube.com/watch?v=WQb70DnhUq4&amp;t=146"">2:26</a> literaly duo pencinta matcha.<br><a href=""https://www.youtube.com/watch?v=WQb70DnhUq4&amp;t=1521"">25:21</a> buset telepati kalimat."
WQb70DnhUq4,Sebastian Tedy,video2 ginian mah udah basi bos
WQb70DnhUq4,Sebastian Tedy,Kameraman nyamuk😅
WQb70DnhUq4,Sebastian Tedy,Bang buat vidio ajarin ci grace main basket 😂😂
WQb70DnhUq4,Sebastian Tedy,AKHIRNYA SAMA KAK GRACE LAGI 🤩🤩🤩
WQb70DnhUq4,Sebastian Tedy,Woiii pacarannn laaa woiii
WQb70DnhUq4,Sebastian Tedy,ko bas kok kak grace gak disuapin 😅
WQb70DnhUq4,Sebastian Tedy,"<a href=""https://www.youtube.com/watch?v=WQb70DnhUq4&amp;t=1283"">21:23</a> pls i need this"
WQb70DnhUq4,Sebastian Tedy,😅😅
WQb70DnhUq4,Sebastian Tedy,Ko coba bikin Perusahaan matcha pasti seru 😅
WQb70DnhUq4,Sebastian Tedy,bang sebas sama kak grace cocok nih sama sama suka matcha😂😂
